List,reference,Source,plant,Cultivar,compound,subC,family,Class,concentration,SD,unit,plant_part,plant_material,method,Season,location,year,DM,percDM,n,Treatment,T.conc
1110,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Dimethylmatairesinol,Dimethylmatairesinol,Lignan,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1111,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Schisandrin,Schisandrin,Lignan,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1112,Iqbal_et_al.2022,Journal_article,Lolium_perenne,Bealey,Salvianolic_acid,Salvianolic_acid,Polyphenol,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1113,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Total_phenolic_content,Total_phenolic_content,Polyphenol,Polyphenol,0.89,0.04,mgGAE.gFW,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1114,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,0.02,0.01,mgQE.gFW,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1115,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Total_tannin_content,Total_tannin_content,Polyphenol,Polyphenol,0.66,0.03,mgCE.gFW,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1116,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Caffeic_acid_3O_GlcA,Caffeic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1117,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,1_fer_5_caffeoylquinic_acid,Caffeoylquinic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1118,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Dihydroxyferulic_acid_4O_Glc,Ferulic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1119,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Valerolactone,Valerolactone,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1120,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Isoluteolin,Isoluteolin,Flavone,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1121,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Patuletin_3O_Glc_,Patuletin_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1122,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Spinacetin_Glc,Spinacetin_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1123,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Delphinidin_3O_Glc,Delphinidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1124,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Cyanidin_3O_Glc,Cyanidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1125,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Delphinidin_3O_coumaroyl_Glc,Delphinidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1126,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Malvidin_3O_caffeoyl_Glc,Malvidin_Gly,Anthocyanidin,Flavonoid,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1127,Iqbal_et_al.2022,Journal_article,Festuca_arundinacea,Quantum_MaxP,Salvianolic_acidC,Salvianolic_acid,Polyphenol,Polyphenol,,,,aerial,aerial,HPLC,vegetative,New_Zealand,Unknown,,,,,
1128,Finch_et_al.2013,Journal_article,Lolium_perenne,E+,LolitremB,LolitremB,Alkaloid,Alkaloid,2256,166,ug.kgDM,aerial,aerial,HPLC_Florescence,reproductive,Oregon,Unknown,,,,,
1129,Finch_et_al.2013,Journal_article,Lolium_perenne,E+,Ergovaline,Ergovaline,Alkaloid,Alkaloid,638,77,,aerial,aerial,HPLC_Florescence,reproductive,Oregon,Unknown,,,,,
1130,Finch_et_al.2013,Journal_article,Lolium_perenne,E-,LolitremB,LolitremB,Alkaloid,Alkaloid,247,175,,aerial,aerial,HPLC_Florescence,reproductive,Oregon,Unknown,,,,,
1131,Finch_et_al.2013,Journal_article,Lolium_perenne,E-,Ergovaline,Ergovaline,Alkaloid,Alkaloid,<100,,,aerial,aerial,HPLC_Florescence,reproductive,Oregon,Unknown,,,,,
1132,Cao_et_al.2008,Journal_article,Lolium_perenne,Nui_E+,Mannitol,Mannitol,Organic_compound,Organic_compound,,,,aerial,sheath,ICR_MS,reproductive,unkown,Unknown,,,,,
1133,Cao_et_al.2008,Journal_article,Lolium_perenne,Nui_E+,Peramine,Peramine,Alkaloid,Alkaloid,,,,aerial,sheath,ICR_MS,reproductive,unkown,Unknown,,,,,
1134,Cao_et_al.2008,Journal_article,Lolium_perenne,Nui_E+,5_Hydroxyferulyl_sinapine,Ferulyl_sinapine,Alkaloid,Alkaloid,,,,aerial,sheath,ICR_MS,reproductive,unkown,Unknown,,,,,
1135,Cao_et_al.2008,Journal_article,Lolium_perenne,Nui_E+,Perloline,Perloline,Alkaloid,Alkaloid,,,,aerial,sheath,ICR_MS,reproductive,unkown,Unknown,,,,,
1136,Cao_et_al.2008,Journal_article,Lolium_perenne,Nui_E-,Mannitol,Mannitol,Organic_compound,Organic_compound,,,,aerial,sheath,ICR_MS,reproductive,unkown,Unknown,,,,,
1137,Cao_et_al.2008,Journal_article,Lolium_perenne,Nui_E-,Peramine,Peramine,Alkaloid,Alkaloid,,,,aerial,sheath,ICR_MS,reproductive,unkown,Unknown,,,,,
1138,Cao_et_al.2008,Journal_article,Lolium_perenne,Nui_E-,5_Hydroxyferulyl_sinapine,Ferulyl_sinapine,Alkaloid,Alkaloid,,,,aerial,sheath,ICR_MS,reproductive,unkown,Unknown,,,,,
1139,Cao_et_al.2008,Journal_article,Lolium_perenne,Nui_E-,Perloline,Perloline,Alkaloid,Alkaloid,,,,aerial,sheath,ICR_MS,reproductive,unkown,Unknown,,,,,
1140,Hennessy_et_al.2016,Journal_article,Lolium_perenne,Samson,Epoxy_Janthitrem,Epoxy_Janthitrem,Alkaloid,Alkaloid,0.83,0.01,ug.gDM,aerial,leaf,HPLC,vegetative,New_Zealand,Unknown,,,,AR37_LowTemp,
1141,Hennessy_et_al.2016,Journal_article,Lolium_perenne,Samson,Epoxy_Janthitrem,Epoxy_Janthitrem,Alkaloid,Alkaloid,13.38,0.06,ug.gDM,aerial,stem,HPLC,vegetative,New_Zealand,Unknown,,,,AR37_LowTemp,
1142,Hennessy_et_al.2016,Journal_article,Lolium_perenne,Samson,Epoxy_Janthitrem,Epoxy_Janthitrem,Alkaloid,Alkaloid,31.21,0.33,ug.gDM,aerial,leaf,HPLC,reproductive,New_Zealand,Unknown,,,,AR37_HighTemp,
1143,Hennessy_et_al.2016,Journal_article,Lolium_perenne,Samson,Epoxy_Janthitrem,Epoxy_Janthitrem,Alkaloid,Alkaloid,112.96,1.29,ug.gDM,aerial,stem,HPLC,reproductive,New_Zealand,Unknown,,,,AR37_HighTemp,
1144,Hennessy_et_al.2016,Journal_article,Lolium_Multiflorum,Asset,Epoxy_Janthitrem,Epoxy_Janthitrem,Alkaloid,Alkaloid,0.66,0.03,ug.gDM,aerial,leaf,HPLC,vegetative,New_Zealand,Unknown,,,,AR37_LowTemp,
1145,Hennessy_et_al.2016,Journal_article,Lolium_Multiflorum,Asset,Epoxy_Janthitrem,Epoxy_Janthitrem,Alkaloid,Alkaloid,7.02,0.06,ug.gDM,aerial,stem,HPLC,vegetative,New_Zealand,Unknown,,,,AR37_LowTemp,
1146,Hennessy_et_al.2016,Journal_article,Lolium_Multiflorum,Asset,Epoxy_Janthitrem,Epoxy_Janthitrem,Alkaloid,Alkaloid,19.24,0.13,ug.gDM,aerial,leaf,HPLC,reproductive,New_Zealand,Unknown,,,,AR37_HighTemp,
1147,Hennessy_et_al.2016,Journal_article,Lolium_Multiflorum,Asset,Epoxy_Janthitrem,Epoxy_Janthitrem,Alkaloid,Alkaloid,91.99,0.29,ug.gDM,aerial,stem,HPLC,reproductive,New_Zealand,Unknown,,,,AR37_HighTemp,
1148,Wesseling_et_al.2017,Journal_article,Lolium_perenne,Fennema,Thesinine ,Thesinine ,Alkaloid,Alkaloid,0.05,,rel.intensity,aerial,aerial,LC_QTOF_MS,vegetative,unkown,2015,,,,,
1149,Wesseling_et_al.2017,Journal_article,Lolium_perenne,Fennema,Thesinine_Rha,Thesinine_Gly,Alkaloid,Alkaloid,0.3,,rel.intensity,aerial,aerial,LC_QTOF_MS,vegetative,unkown,2015,,,,,
1150,Wesseling_et_al.2017,Journal_article,Lolium_Multiflorum,Lema,Thesinine ,Thesinine ,Alkaloid,Alkaloid,0.05,,rel.intensity,aerial,aerial,LC_QTOF_MS,vegetative,unkown,2015,,,,,
1151,Wesseling_et_al.2017,Journal_article,Lolium_Multiflorum,Lema,Thesinine_Rha,Thesinine_Gly,Alkaloid,Alkaloid,0.06,,rel.intensity,aerial,aerial,LC_QTOF_MS,vegetative,unkown,2015,,,,,
1152,Wesseling_et_al.2017,Journal_article,Festuca_pratensis,,Thesinine ,Thesinine ,Alkaloid,Alkaloid,0.8,,rel.intensity,aerial,aerial,LC_QTOF_MS,vegetative,unkown,2015,,,,,
1153,Wesseling_et_al.2017,Journal_article,Festuca_pratensis,,Thesinine_Rha,Thesinine_Gly,Alkaloid,Alkaloid,0.4,,rel.intensity,aerial,aerial,LC_QTOF_MS,vegetative,unkown,2015,,,,,
1154,Wesseling_et_al.2017,Journal_article,Festuca_arundinacea,,Thesinine ,Thesinine ,Alkaloid,Alkaloid,0.05,,rel.intensity,aerial,aerial,LC_QTOF_MS,vegetative,unkown,2015,,,,,
1155,Wesseling_et_al.2017,Journal_article,Festuca_arundinacea,,Thesinine_Rha,Thesinine_Gly,Alkaloid,Alkaloid,0.05,,rel.intensity,aerial,aerial,LC_QTOF_MS,vegetative,unkown,2015,,,,,
1156,Koulman_et_al.2009,Journal_article,Lolium_perenne,Samson_X_Impact,Peramine,Peramine,Alkaloid,Alkaloid,,,,aerial,aerial,LC_MS_MS,vegetative,New_Zealand,Unknown,,,,,
1157,Koulman_et_al.2009,Journal_article,Lolium_perenne,Samson_X_Impact,Perloline,Perloline,Alkaloid,Alkaloid,,,,aerial,aerial,LC_MS_MS,vegetative,New_Zealand,Unknown,,,,,
1158,Koulman_et_al.2009,Journal_article,Lolium_perenne,Samson_X_Impact,Thesinine_Rha,Thesinine_Gly,Alkaloid,Alkaloid,,,,aerial,aerial,LC_MS_MS,vegetative,New_Zealand,Unknown,,,,,
1159,Koulman_et_al.2009,Journal_article,Lolium_perenne,Samson_X_Impact,Thesinine_Rha_Hex,Thesinine_Gly,Alkaloid,Alkaloid,,,,aerial,aerial,LC_MS_MS,vegetative,New_Zealand,Unknown,,,,,
1160,Tava_et_al.1991,Journal_article,Festuca_arundinacea,Magno,p_vinylguaiacol,p_vinylguaiacol,Polyphenol,Polyphenol,3.1,,rel.abund,oil,oil,GC_MS,vegetative,Italy,1989,,,,,
1161,Tava_et_al.1991,Journal_article,Festuca_arundinacea,Magno,Isopulegone,Isopulegone,Terpenoid,Terpenoid,1.2,,rel.abund,oil,oil,GC_MS,vegetative,Italy,1989,,,,,
1162,Tava_et_al.1991,Journal_article,Festuca_arundinacea,Magno,epoxy_B_ionone,B_ionone,Terpenoid,Terpenoid,0.3,,rel.abund,oil,oil,GC_MS,vegetative,Italy,1989,,,,,
1163,Tava_et_al.1991,Journal_article,Festuca_arundinacea,Magno,B_ionone,B_ionone,Terpenoid,Terpenoid,0.5,,rel.abund,oil,oil,GC_MS,vegetative,Italy,1989,,,,,
1164,Tava_et_al.1991,Journal_article,Festuca_arundinacea,Magno,anthracene,anthracene,Organic_compound,Organic_compound,0.8,,rel.abund,oil,oil,GC_MS,vegetative,Italy,1989,,,,,
1165,Tava_et_al.1991,Journal_article,Festuca_arundinacea,Magno,Benzyl_alcohol,Benzyl_alcohol,Organic_compound,Organic_compound,0.5,,rel.abund,oil,oil,GC_MS,vegetative,Italy,1989,,,,,
1166,Bertoldi_et_al.2011,Journal_article,Festuca_arundinacea,Villegeoise,Thesinine,Thesinine,Alkaloid,Alkaloid,,,,aerial,aerial,HPLC_PDAESI_MS,,Italy,2007,,,,,
1167,Bertoldi_et_al.2011,Journal_article,Festuca_arundinacea,Villegeoise,Thesinine_Rha,Thesinine_Gly,Alkaloid,Alkaloid,,,,aerial,aerial,HPLC_PDAESI_MS,,Italy,2007,,,,,
1168,Bertoldi_et_al.2011,Journal_article,Festuca_arundinacea,Villegeoise,Quercetin_3O_Glc_Xyl,Quercetin_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC_PDAESI_MS,,Italy,2007,,,,,
1169,Bertoldi_et_al.2011,Journal_article,Festuca_arundinacea,Villegeoise,Rutin,Quercetin_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC_PDAESI_MS,,Italy,2007,,,,,
1170,Bertoldi_et_al.2011,Journal_article,Festuca_arundinacea,Villegeoise,Isorhamnetin_3O_Xyl_Glc,Isorhamnetin_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC_PDAESI_MS,,Italy,2007,,,,,
1171,Bertoldi_et_al.2011,Journal_article,Festuca_arundinacea,Villegeoise,Isorhamnetin_3O_Glc,Isorhamnetin_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC_PDAESI_MS,,Italy,2007,,,,,
1172,Bertoldi_et_al.2011,Journal_article,Festuca_arundinacea,Villegeoise,Kaempferol_di_Glc,Kaempferol_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC_PDAESI_MS,,Italy,2007,,,,,
1173,Bertoldi_et_al.2011,Journal_article,Festuca_arundinacea,Villegeoise,Kaempferol_3O_Rut,Kaempferol_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC_PDAESI_MS,,Italy,2007,,,,,
1174,Bertoldi_et_al.2011,Journal_article,Festuca_arundinacea,Villegeoise,Isorhamnetin,Isorhamnetin,Flavonol,Flavonoid,,,,aerial,aerial,HPLC_PDAESI_MS,,Italy,2007,,,,,
1175,Bertoldi_et_al.2011,Journal_article,Festuca_arundinacea,Villegeoise,Dimethoxylated_quercetin,Quercetin,Flavonol,Flavonoid,,,,aerial,aerial,HPLC_PDAESI_MS,,Italy,2007,,,,,
1176,Besle_et_al.2009,Journal_article,Dactylis_glomerata,Unknown,Protocatechuic_acid,Protocatechuic_acid,Polyphenol,Polyphenol,0.15,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1177,Besle_et_al.2009,Journal_article,Dactylis_glomerata,Unknown,Neochlorgenic_acid,Neochlorgenic_acid,Polyphenol,Polyphenol,0.21,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1178,Besle_et_al.2009,Journal_article,Dactylis_glomerata,Unknown,Chlorogenic_acid,Chlorogenic_acid,Polyphenol,Polyphenol,1.13,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1179,Besle_et_al.2009,Journal_article,Dactylis_glomerata,Unknown,Shaftoside,Shaftoside,Polyphenol,Polyphenol,0.38,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1180,Besle_et_al.2009,Journal_article,Dactylis_glomerata,Unknown,Homoorientin,Homoorientin,Polyphenol,Polyphenol,1,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1181,Besle_et_al.2009,Journal_article,Dactylis_glomerata,Unknown,Apigenin_7O_rut,Apigenin_Gly,Flavone,Flavonoid,0.17,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1182,Besle_et_al.2009,Journal_article,Dactylis_glomerata,Unknown,Apigenin_7O_Glc,Apigenin_Gly,Flavone,Flavonoid,0.09,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1183,Besle_et_al.2009,Journal_article,Dactylis_glomerata,Unknown,Apigenin_7O_Glu,Apigenin_Gly,Flavone,Flavonoid,0.45,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1184,Besle_et_al.2009,Journal_article,Dactylis_glomerata,Unknown,Apigenin,Apigenin,Flavone,Flavonoid,0.06,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1185,Besle_et_al.2009,Journal_article,Dactylis_glomerata,Unknown,Total_phenolic_content,Total_phenolic_content,Polyphenol,Polyphenol,3.63,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1186,Besle_et_al.2009,Journal_article,Zea_mays,Unknown,Hydroxybenzoic_acid,Hydroxybenzoic_acid,Phenolic_acid,Phenolic_acid,0.3,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1187,Besle_et_al.2009,Journal_article,Zea_mays,Unknown,p_Coumaric_acid,Coumaric_acid,Phenolic_acid,Phenolic_acid,0.06,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1188,Besle_et_al.2009,Journal_article,Zea_mays,Unknown,Ferulic_acid,Ferulic_acid,Phenolic_acid,Phenolic_acid,0.13,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1189,Besle_et_al.2009,Journal_article,Zea_mays,Unknown,Luteolin,Luteolin,Flavone,Flavonoid,0.19,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1190,Besle_et_al.2009,Journal_article,Zea_mays,Unknown,Total_phenolic_content,Total_phenolic_content,Polyphenol,Polyphenol,1.03,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1191,Besle_et_al.2009,Journal_article,Zea_mays,Unknown,number_of_peaks,number_of_peaks,Polyphenol,Polyphenol,57,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1192,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Gallic_acid,Gallic_acid,Phenolic_acid,Phenolic_acid,0.83,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1193,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Protocatechuic_acid,Protocatechuic_acid,Phenolic_acid,Phenolic_acid,0.89,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1194,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Neochlorgenic_acid,Neochlorgenic_acid,Phenolic_acid,Phenolic_acid,0.69,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1195,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Chlorogenic_acid,Chlorogenic_acid,Phenolic_acid,Phenolic_acid,1.32,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1196,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,p_Coumaric_acid,Coumaric_acid,Phenolic_acid,Phenolic_acid,0.26,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1197,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Ferulic_acid,Ferulic_acid,Phenolic_acid,Phenolic_acid,0.48,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1198,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Homoorientin,Homoorientin,Flavonoid,Flavonoid,0.28,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1199,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Quercetin,Quercetin,Flavonol,Flavonoid,0.68,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1200,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Luteolin,Luteolin,Flavone,Flavonoid,0.35,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1201,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Kaempferol,Kaempferol,Flavonol,Flavonoid,0.36,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1202,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Apigenin,Apigenin,Flavone,Flavonoid,0.22,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1203,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Total_phenolic_content,Total_phenolic_content,Polyphenol,Polyphenol,5.55,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1204,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,number_of_peaks,number_of_peaks,Polyphenol,Polyphenol,66,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1205,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Protocatechuic_acid,Protocatechuic_acid,Phenolic_acid,Phenolic_acid,0.3,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1206,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Neochlorgenic_acid,Neochlorgenic_acid,Phenolic_acid,Phenolic_acid,0.86,,g.KgDM,silage,silage,HPLC,reproductive,France,Unknown,,,,,
1207,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Chlorogenic_acid,Chlorogenic_acid,Phenolic_acid,Phenolic_acid,3.89,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1208,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Homoorientin,Homoorientin,Flavonoid,Flavonoid,0.2,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1209,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Isoquercitrin,Isoquercitrin,Flavonol,Flavonoid,0.24,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1210,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Apigenin_Gly,Apigenin_Gly,Flavone,Flavonoid,0.04,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1211,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Luteolin,Luteolin,Flavone,Flavonoid,0.12,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1212,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Apigenin,Apigenin,Flavone,Flavonoid,0.15,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1213,Besle_et_al.2009,Journal_article,Lolium_perenne,Unknown,Total_phenolic_content,Total_phenolic_content,Polyphenol,Polyphenol,5.8,,g.KgDM,hay,hay,HPLC,reproductive,France,Unknown,,,,,
1214,Crecelius_et_al.2016,Journal_article,Dactylis_glomerata,Unknown,Quinic_acid,Quinic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,LDI_TOF_MS,vegetative,Germany,2015,,,,,
1215,Crecelius_et_al.2016,Journal_article,Dactylis_glomerata,Unknown,Caffeoyl_quinate,Caffeoyl_derivative,Organic_compound,Organic_compound,,,,aerial,aerial,LDI_TOF_MS,vegetative,Germany,2015,,,,,
1216,Crecelius_et_al.2016,Journal_article,Dactylis_glomerata,Unknown,Ferroyl_quinate,Ferulic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,LDI_TOF_MS,vegetative,Germany,2015,,,,,
1217,Crecelius_et_al.2016,Journal_article,Dactylis_glomerata,Unknown,Apigenin_Hex_Pent,Apigenin_Gly,Flavone,Flavonoid,,,,aerial,aerial,LDI_TOF_MS,vegetative,Germany,2015,,,,,
1218,Crecelius_et_al.2016,Journal_article,Dactylis_glomerata,Unknown,Luteolin_hexoside_pentoside,Luteolin_Gly,Flavone,Flavonoid,,,,aerial,aerial,LDI_TOF_MS,vegetative,Germany,2015,,,,,
1219,Crecelius_et_al.2016,Journal_article,Dactylis_glomerata,Unknown,Tricin_hexoside,Tricin_Gly,Organic_compound,Organic_compound,,,,aerial,aerial,LDI_TOF_MS,vegetative,Germany,2015,,,,,
1220,Crecelius_et_al.2016,Journal_article,Dactylis_glomerata,Unknown,Rosmarinic_acid,Rosmarinic_acid,Polyphenol,Polyphenol,,,,aerial,aerial,LDI_TOF_MS,vegetative,Germany,2015,,,,,
1221,Justus_et_al.1997,Journal_article,Festuca_pratensis,Unknown,N_formyl_loline,N_formyl_loline,Alkaloid,Alkaloid,,,,aerial,aerial,GC_MS,annual,unkown,Unknown,,,,,
1222,Justus_et_al.1997,Journal_article,Festuca_pratensis,Unknown,N_acetylloline,N_acetylloline,Alkaloid,Alkaloid,,,,aerial,aerial,GC_MS,annual,unkown,Unknown,,,,,
1223,Justus_et_al.1997,Journal_article,Festuca_pratensis,Unknown,N_acetylnorloline,N_acetylnorloline,Alkaloid,Alkaloid,,,,aerial,aerial,GC_MS,annual,unkown,Unknown,,,,,
1224,Kuppusamy_et_al.2018,Journal_article,Lolium_Multiflorum,Unknown,Caffeic_acid,Caffeic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC_DAD,reproductive,South_Korea,Unknown,,,,,
1225,Kuppusamy_et_al.2018,Journal_article,Lolium_Multiflorum,Unknown,Ferulic_acid,Ferulic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC_DAD,reproductive,South_Korea,Unknown,,,,,
1226,Kuppusamy_et_al.2018,Journal_article,Lolium_Multiflorum,Unknown,p_Coumaric_acid,Coumaric_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC_DAD,reproductive,South_Korea,Unknown,,,,,
1227,Kuppusamy_et_al.2018,Journal_article,Lolium_Multiflorum,Unknown,Chlorogenic_acid,Chlorogenic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC_DAD,reproductive,South_Korea,Unknown,,,,,
1228,Kuppusamy_et_al.2018,Journal_article,Lolium_Multiflorum,Unknown,DiHydroxy_benzoic_acid,Hydroxybenzoic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC_DAD,reproductive,South_Korea,Unknown,,,,,
1229,Kuppusamy_et_al.2018,Journal_article,Lolium_Multiflorum,Unknown,Prophyl_gallate,Prophyl_gallate,Phenolic_acid,Phenolic_acid,,,,aerial,aerial,HPLC_DAD,reproductive,South_Korea,Unknown,,,,,
1230,Kuppusamy_et_al.2018,Journal_article,Lolium_Multiflorum,Unknown,Catechin,Catechin,Flavanol,Flavonoid,,,,aerial,aerial,HPLC_DAD,reproductive,South_Korea,Unknown,,,,,
1231,Kuppusamy_et_al.2018,Journal_article,Lolium_Multiflorum,Unknown,Rutin_OH,Quercetin_Gly,Flavonol,Flavonoid,,,,aerial,aerial,HPLC_DAD,reproductive,South_Korea,Unknown,,,,,
1232,Kuppusamy_et_al.2018,Journal_article,Lolium_Multiflorum,Unknown,Luteolin,Luteolin,Flavone,Flavonoid,,,,aerial,aerial,HPLC_DAD,reproductive,South_Korea,Unknown,,,,,
